"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
1709;"a1956";"2019-11-21 13:32:28";"Assembly Station";"30N005001644";"Assembler Controller Serial Number : 30N005001644";0;0
1710;"a1956";"2019-11-21 13:32:31";"Assembly Station";"30N005001643";"Assembler Controller Serial Number : 30N005001643";0;0
1711;"a1956";"2019-11-21 13:32:34";"Assembly Station";"30N005002499";"Assembler Controller Serial Number : 30N005002499";0;0
1712;"a1956";"2019-11-21 13:32:38";"Assembly Station";"30N005002083";"Assembler Controller Serial Number : 30N005002083";0;0
1713;"a1956";"2019-11-21 13:32:41";"Assembly Station";"30N005002435";"Assembler Controller Serial Number : 30N005002435";0;0
1714;"a1956";"2019-11-21 13:32:44";"Assembly Station";"30N005002183";"Assembler Controller Serial Number : 30N005002183";0;0
1715;"a1956";"2019-11-21 13:32:46";"Assembly Station";"30N005002169";"Assembler Controller Serial Number : 30N005002169";0;0
1716;"a1956";"2019-11-21 13:32:47";"Assembly Station";"30N005002004";"Assembler Controller Serial Number : 30N005002004";0;0
1717;"a1956";"2019-11-21 13:32:50";"Assembly Station";"30N005002348";"Assembler Controller Serial Number : 30N005002348";0;0
1718;"a1956";"2019-11-21 13:32:54";"Assembly Station";"30N005002087";"Assembler Controller Serial Number : 30N005002087";0;0
1719;"a1956";"2019-11-21 13:52:45";"Added to waiting list burn in";"30N005001747";"Added to burn in system. SN: 30N005001747";0;0
1720;"a1956";"2019-11-21 13:52:47";"Added to waiting list burn in";"30N005001881";"Added to burn in system. SN: 30N005001881";0;0
1721;"a1956";"2019-11-21 13:52:48";"Added to waiting list burn in";"30N005001717";"Added to burn in system. SN: 30N005001717";0;0
1722;"a1956";"2019-11-21 13:52:49";"Added to waiting list burn in";"30N005002220";"Added to burn in system. SN: 30N005002220";0;0
1723;"a1956";"2019-11-21 13:52:50";"Added to waiting list burn in";"30N005001670";"Added to burn in system. SN: 30N005001670";0;0
1724;"a1956";"2019-11-21 13:52:52";"Added to waiting list burn in";"30N005002209";"Added to burn in system. SN: 30N005002209";0;0
1725;"a1956";"2019-11-21 13:52:55";"Added to waiting list burn in";"30N005001660";"Added to burn in system. SN: 30N005001660";0;0
1726;"a1956";"2019-11-21 13:52:56";"Added to waiting list burn in";"30N005002071";"Added to burn in system. SN: 30N005002071";0;0
1727;"a1956";"2019-11-21 13:52:58";"Added to waiting list burn in";"30N005001790";"Added to burn in system. SN: 30N005001790";0;0
1728;"a1956";"2019-11-21 13:52:59";"Added to waiting list burn in";"30N005002331";"Added to burn in system. SN: 30N005002331";0;0
1729;"a1956";"2019-11-21 13:53:00";"Added to waiting list burn in";"30N005002170";"Added to burn in system. SN: 30N005002170";0;0
1730;"a1956";"2019-11-21 13:53:09";"Added to waiting list burn in";"30N005002076";"Added to burn in system. SN: 30N005002076";0;0
1731;"a1956";"2019-11-21 13:53:11";"Added to waiting list burn in";"30N005002238";"Added to burn in system. SN: 30N005002238";0;0
1732;"a1956";"2019-11-21 13:53:13";"Added to waiting list burn in";"30N005002077";"Added to burn in system. SN: 30N005002077";0;0
1733;"a1956";"2019-11-21 13:53:15";"Added to waiting list burn in";"30N005002246";"Added to burn in system. SN: 30N005002246";0;0
1734;"a1956";"2019-11-21 13:53:17";"Added to waiting list burn in";"30N005001916";"Added to burn in system. SN: 30N005001916";0;0
1735;"a1956";"2019-11-21 13:53:20";"Added to waiting list burn in";"30N005001865";"Added to burn in system. SN: 30N005001865";0;0
1736;"a1956";"2019-11-21 13:53:24";"Added to waiting list burn in";"30N005002167";"Added to burn in system. SN: 30N005002167";0;0
1737;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002453";"Started Burn In Process SN 30N005002453";0;0
1738;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002219";"Started Burn In Process SN 30N005002219";0;0
1739;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002407";"Started Burn In Process SN 30N005002407";0;0
1740;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001761";"Started Burn In Process SN 30N005001761";0;0
1741;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002211";"Started Burn In Process SN 30N005002211";0;0
1742;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002179";"Started Burn In Process SN 30N005002179";0;0
1743;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002137";"Started Burn In Process SN 30N005002137";0;0
1744;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001897";"Started Burn In Process SN 30N005001897";0;0
1745;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002112";"Started Burn In Process SN 30N005002112";0;0
1746;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002409";"Started Burn In Process SN 30N005002409";0;0
1747;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002110";"Started Burn In Process SN 30N005002110";0;0
1748;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001691";"Started Burn In Process SN 30N005001691";0;0
1749;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001885";"Started Burn In Process SN 30N005001885";0;0
1750;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001793";"Started Burn In Process SN 30N005001793";0;0
1751;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005002080";"Started Burn In Process SN 30N005002080";0;0
1752;"a1956";"2019-11-21 14:20:24";"Burn In Station";"30N005001799";"Started Burn In Process SN 30N005001799";0;0
1753;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001879";"Started Burn In Process SN 30N005001879";0;0
1754;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001686";"Started Burn In Process SN 30N005001686";0;0
1755;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002288";"Started Burn In Process SN 30N005002288";0;0
1756;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001891";"Started Burn In Process SN 30N005001891";0;0
1757;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002444";"Started Burn In Process SN 30N005002444";0;0
1758;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001869";"Started Burn In Process SN 30N005001869";0;0
1759;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002207";"Started Burn In Process SN 30N005002207";0;0
1760;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001945";"Started Burn In Process SN 30N005001945";0;0
1761;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002007";"Started Burn In Process SN 30N005002007";0;0
1762;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002216";"Started Burn In Process SN 30N005002216";0;0
1763;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002078";"Started Burn In Process SN 30N005002078";0;0
1764;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002418";"Started Burn In Process SN 30N005002418";0;0
1765;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002301";"Started Burn In Process SN 30N005002301";0;0
1766;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002244";"Started Burn In Process SN 30N005002244";0;0
1767;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001802";"Started Burn In Process SN 30N005001802";0;0
1768;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001743";"Started Burn In Process SN 30N005001743";0;0
1769;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001747";"Started Burn In Process SN 30N005001747";0;0
1770;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001881";"Started Burn In Process SN 30N005001881";0;0
1771;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001717";"Started Burn In Process SN 30N005001717";0;0
1772;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002220";"Started Burn In Process SN 30N005002220";0;0
1773;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001670";"Started Burn In Process SN 30N005001670";0;0
1774;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002209";"Started Burn In Process SN 30N005002209";0;0
1775;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001660";"Started Burn In Process SN 30N005001660";0;0
1776;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002071";"Started Burn In Process SN 30N005002071";0;0
1777;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005001790";"Started Burn In Process SN 30N005001790";0;0
1778;"a1956";"2019-11-21 14:20:25";"Burn In Station";"30N005002331";"Started Burn In Process SN 30N005002331";0;0
1779;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002170";"Started Burn In Process SN 30N005002170";0;0
1780;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002076";"Started Burn In Process SN 30N005002076";0;0
1781;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002238";"Started Burn In Process SN 30N005002238";0;0
1782;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002077";"Started Burn In Process SN 30N005002077";0;0
1783;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002246";"Started Burn In Process SN 30N005002246";0;0
1784;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005001916";"Started Burn In Process SN 30N005001916";0;0
1785;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005001865";"Started Burn In Process SN 30N005001865";0;0
1786;"a1956";"2019-11-21 14:20:26";"Burn In Station";"30N005002167";"Started Burn In Process SN 30N005002167";0;0
1787;"a1956";"2019-11-21 14:35:33";"Assembly Station";"30N005002224";"Assembler Controller Serial Number : 30N005002224";0;0
1788;"a1956";"2019-11-21 14:35:36";"Assembly Station";"30N005002393";"Assembler Controller Serial Number : 30N005002393";0;0
1789;"a1956";"2019-11-21 14:35:37";"Assembly Station";"30N005002489";"Assembler Controller Serial Number : 30N005002489";0;0
1790;"a1956";"2019-11-21 14:35:39";"Assembly Station";"30N005002345";"Assembler Controller Serial Number : 30N005002345";0;0
1791;"a1956";"2019-11-21 14:35:43";"Assembly Station";"30N005001857";"Assembler Controller Serial Number : 30N005001857";0;0
1792;"a1956";"2019-11-21 14:35:45";"Assembly Station";"30N005001733";"Assembler Controller Serial Number : 30N005001733";0;0
1793;"a1956";"2019-11-21 14:35:49";"Assembly Station";"30N005001886";"Assembler Controller Serial Number : 30N005001886";0;0
1794;"a1956";"2019-11-21 14:35:52";"Assembly Station";"30N005002474";"Assembler Controller Serial Number : 30N005002474";0;0
1795;"a1956";"2019-11-21 14:35:53";"Assembly Station";"30N005001724";"Assembler Controller Serial Number : 30N005001724";0;0
1796;"a1956";"2019-11-21 14:35:55";"Assembly Station";"30N005002412";"Assembler Controller Serial Number : 30N005002412";0;0
1797;"a1956";"2019-10-30 15:10:59";"Packing Station";"30N004000391";"Package is ready!";0;0
1798;"a1956";"2019-10-30 15:28:53";"Packing Station";"30N004000401";"Package is ready!";0;0
1799;"a1956";"2019-10-30 15:28:57";"Packing Station";"30N004000066";"Package is ready!";0;0
1800;"a1956";"2019-10-30 15:29:00";"Packing Station";"30N004000228";"Package is ready!";0;0
1801;"a1956";"2019-10-30 15:29:03";"Packing Station";"30N004000105";"Package is ready!";0;0
1802;"a1956";"2019-10-30 15:29:07";"Packing Station";"30N004000195";"Package is ready!";0;0
1803;"a1956";"2019-10-30 15:29:10";"Packing Station";"30N004000002";"Package is ready!";0;0
1804;"a1956";"2019-10-30 15:29:13";"Packing Station";"30N004000152";"Package is ready!";0;0
1805;"a1956";"2019-10-30 15:29:17";"Packing Station";"30N004000162";"Package is ready!";0;0
1806;"a1956";"2019-10-30 15:29:22";"Packing Station";"30N004000227";"Package is ready!";0;0
1807;"a1956";"2019-10-30 15:29:25";"Packing Station";"30N004000283";"Package is ready!";0;0
1808;"a1956";"2019-10-30 15:29:29";"Packing Station";"30N004000377";"Package is ready!";0;0
1809;"a1956";"2019-10-30 15:29:33";"Packing Station";"30N004000234";"Package is ready!";0;0
1810;"a1956";"2019-10-30 15:29:36";"Packing Station";"30N004000106";"Package is ready!";0;0
1811;"a1956";"2019-10-30 15:29:41";"Packing Station";"30N004000372";"Package is ready!";0;0
1812;"a1956";"2019-10-30 15:29:44";"Packing Station";"30N004000068";"Package is ready!";0;0
1813;"a1956";"2019-10-30 15:29:48";"Packing Station";"30N004000375";"Package is ready!";0;0
1814;"a1956";"2019-10-30 15:29:51";"Packing Station";"30N004000103";"Package is ready!";0;0
1815;"a1956";"2019-10-30 15:29:54";"Packing Station";"30N004000226";"Package is ready!";0;0
1816;"a1956";"2019-10-30 15:29:58";"Packing Station";"30N004000323";"Package is ready!";0;0
1817;"a1956";"2019-10-30 15:30:01";"Packing Station";"30N004000376";"Package is ready!";0;0
1818;"a1956";"2019-10-30 15:30:04";"Packing Station";"30N004000121";"Package is ready!";0;0
1819;"a1956";"2019-10-30 15:30:08";"Packing Station";"30N004000007";"Package is ready!";0;0
1820;"a1956";"2019-10-30 15:30:11";"Packing Station";"30N004000378";"Package is ready!";0;0
1821;"a1956";"2019-10-30 15:30:14";"Packing Station";"30N004000238";"Package is ready!";0;0
1822;"a1956";"2019-10-30 15:30:17";"Packing Station";"30N004000399";"Package is ready!";0;0
1823;"a1956";"2019-10-30 15:30:20";"Packing Station";"30N004000022";"Package is ready!";0;0
1824;"a1956";"2019-10-30 15:30:23";"Packing Station";"30N004000333";"Package is ready!";0;0
1825;"a1956";"2019-10-30 15:30:27";"Packing Station";"30N004000369";"Package is ready!";0;0
1826;"a1956";"2019-10-30 15:30:31";"Packing Station";"30N004000019";"Package is ready!";0;0
1827;"a1956";"2019-10-30 15:30:34";"Packing Station";"30N004000109";"Package is ready!";0;0
1828;"a1956";"2019-10-30 15:30:38";"Packing Station";"30N004000229";"Package is ready!";0;0
1829;"a1956";"2019-10-30 15:30:41";"Packing Station";"30N004000335";"Package is ready!";0;0
1830;"a1956";"2019-10-30 15:32:23";"Packing Station";"30N004000116";"Package is ready!";0;0
1831;"a1956";"2019-10-30 15:32:26";"Packing Station";"30N004000239";"Package is ready!";0;0
1832;"a1956";"2019-10-30 15:32:29";"Packing Station";"30N004000058";"Package is ready!";0;0
1833;"a1956";"2019-10-30 15:32:32";"Packing Station";"30N004000200";"Package is ready!";0;0
1834;"a1956";"2019-10-30 15:32:35";"Packing Station";"30N004000325";"Package is ready!";0;0
1835;"a1956";"2019-10-30 15:32:38";"Packing Station";"30N004000188";"Package is ready!";0;0
1836;"a1956";"2019-10-30 15:32:42";"Packing Station";"30N004000314";"Package is ready!";0;0
1837;"a1956";"2019-10-30 15:32:45";"Packing Station";"30N004000368";"Package is ready!";0;0
1838;"a1956";"2019-10-30 15:32:49";"Packing Station";"30N004000334";"Package is ready!";0;0
1839;"a1956";"2019-10-30 15:32:53";"Packing Station";"30N004000346";"Package is ready!";0;0
1840;"a1956";"2019-10-30 15:32:56";"Packing Station";"30N004000373";"Package is ready!";0;0
1841;"a1956";"2019-10-30 15:33:02";"Packing Station";"30N004000110";"Package is ready!";0;0
1842;"a1956";"2019-10-30 15:33:07";"Packing Station";"30N004000230";"Package is ready!";0;0
1843;"a1956";"2019-10-30 15:33:10";"Packing Station";"30N004000093";"Package is ready!";0;0
1844;"a1956";"2019-10-30 15:33:14";"Packing Station";"30N004000081";"Package is ready!";0;0
1845;"a1956";"2019-10-30 15:33:17";"Packing Station";"30N004000313";"Package is ready!";0;0
1846;"a1956";"2019-10-30 15:33:20";"Packing Station";"30N004000213";"Package is ready!";0;0
1847;"a1956";"2019-10-30 15:33:23";"Packing Station";"30N004000143";"Package is ready!";0;0
1848;"a1956";"2019-10-30 15:33:26";"Packing Station";"30N004000395";"Package is ready!";0;0
1849;"a1956";"2019-10-30 15:33:30";"Packing Station";"30N004000367";"Package is ready!";0;0
1850;"a1956";"2019-10-30 15:33:34";"Packing Station";"30N004000198";"Package is ready!";0;0
1851;"a1956";"2019-10-30 15:33:39";"Packing Station";"30N004000020";"Package is ready!";0;0
1852;"a1956";"2019-10-30 15:33:42";"Packing Station";"30N004000091";"Package is ready!";0;0
1853;"a1956";"2019-10-30 15:33:45";"Packing Station";"30N004000189";"Package is ready!";0;0
1854;"a1956";"2019-10-30 15:33:48";"Packing Station";"30N004000139";"Package is ready!";0;0
1855;"a1956";"2019-10-30 15:33:51";"Packing Station";"30N004000101";"Package is ready!";0;0
1856;"a1956";"2019-10-30 15:34:11";"Packing Station";"30N004000140";"Package is ready!";0;0
1857;"a1956";"2019-10-30 15:34:14";"Packing Station";"30N004000206";"Package is ready!";0;0
1858;"a1956";"2019-10-30 15:34:18";"Packing Station";"30N004000128";"Package is ready!";0;0
1859;"a1956";"2019-10-30 15:34:21";"Packing Station";"30N004000374";"Package is ready!";0;0
1860;"a1956";"2019-10-30 15:34:24";"Packing Station";"30N004000306";"Package is ready!";0;0
1861;"a1956";"2019-10-30 15:34:27";"Packing Station";"30N004000013";"Package is ready!";0;0
1862;"a1956";"2019-10-30 15:34:30";"Packing Station";"30N004000211";"Package is ready!";0;0
1863;"a1956";"2019-10-30 15:34:36";"Packing Station";"30N004000324";"Package is ready!";0;0
1864;"a1956";"2019-10-30 15:34:39";"Packing Station";"30N004000347";"Package is ready!";0;0
1865;"a1956";"2019-10-30 15:34:43";"Packing Station";"30N004000141";"Package is ready!";0;0
1866;"a1956";"2019-10-30 15:34:46";"Packing Station";"30N004000402";"Package is ready!";0;0
1867;"a1956";"2019-10-30 15:34:49";"Packing Station";"30N004000039";"Package is ready!";0;0
1868;"a1956";"2019-10-30 15:34:52";"Packing Station";"30N004000118";"Package is ready!";0;0
1869;"a1956";"2019-10-30 15:34:55";"Packing Station";"30N004000194";"Package is ready!";0;0
